identity_key,contact_key,identity_type,identity_value,match_confidence,is_primary
ID00128-02,CT00128,badge_id,BDG-000128,0.85,0
ID00128-03,CT00128,mobile,+49 151 39487949,0.88,0
ID00129-01,CT00129,email,tim.werner129@schmidtconsultingholding.com,1.0,1
ID00129-02,CT00129,cookie,ck_000129_2412,0.85,0
ID00129-03,CT00129,badge_id,BDG-000129,0.85,0
ID00130-01,CT00130,email,lukas.klein130@kochdigitalltd.com,1.0,1
ID00130-02,CT00130,cookie,ck_000130_4714,0.87,0
ID00130-03,CT00130,badge_id,BDG-000130,0.93,0
ID00131-01,CT00131,email,elena.hoffmann131@schmidtconsultingholding.com,1.0,1
ID00131-02,CT00131,cookie,ck_000131_2727,0.89,0
ID00131-03,CT00131,CRM contact id,CRM-000131,0.93,0
ID00132-01,CT00132,email,lukas.becker132@hoffmanndigitalse.com,1.0,1
ID00132-02,CT00132,cookie,ck_000132_3805,0.79,0
ID00132-03,CT00132,mobile,+49 151 30348912,0.92,0
ID00132-04,CT00132,CRM contact id,CRM-000132,0.94,0
ID00133-01,CT00133,email,tom.kruger133@wernerpartnersse.com,1.0,1
ID00133-02,CT00133,badge_id,BDG-000133,0.92,0
ID00134-01,CT00134,email,elena.lange134@wagnerfairse.com,1.0,1
ID00134-02,CT00134,mobile,+49 151 83071525,0.89,0
ID00135-01,CT00135,email,mia.neumann135@schmidteventholding.com,1.0,1
ID00135-02,CT00135,badge_id,BDG-000135,0.87,0
ID00135-03,CT00135,mobile,+49 151 13143613,0.73,0
ID00136-01,CT00136,email,marie.richter136@wagnerdigitalholding.com,1.0,1
ID00136-02,CT00136,cookie,ck_000136_1085,0.81,0
ID00136-03,CT00136,badge_id,BDG-000136,0.78,0
ID00136-04,CT00136,mobile,+49 151 60689435,0.86,0
ID00136-05,CT00136,CRM contact id,CRM-000136,0.88,0
ID00137-01,CT00137,email,paula.neumann137@hartmannservicesag.com,1.0,1
ID00137-02,CT00137,badge_id,BDG-000137,0.96,0
ID00138-01,CT00138,email,mia.zimmermann138@wagnermarketag.com,1.0,1
ID00138-02,CT00138,cookie,ck_000138_3569,0.82,0
ID00138-03,CT00138,CRM contact id,CRM-000138,0.87,0
ID00139-01,CT00139,email,ben.hartmann139@hoffmanndigitalse.com,1.0,1
ID00139-02,CT00139,badge_id,BDG-000139,0.77,0
ID00139-03,CT00139,CRM contact id,CRM-000139,0.74,0
ID00140-01,CT00140,email,ben.kruger140@hartmannexpose.com,1.0,1
ID00140-02,CT00140,badge_id,BDG-000140,0.94,0
ID00140-03,CT00140,CRM contact id,CRM-000140,0.81,0
ID00141-01,CT00141,email,ben.hoffmann141@hoffmanngroupholding.com,1.0,1
ID00141-02,CT00141,cookie,ck_000141_8796,0.96,0
ID00141-03,CT00141,badge_id,BDG-000141,0.98,0
ID00141-04,CT00141,mobile,+49 151 42921822,0.94,0
ID00142-01,CT00142,email,marie.hoffmann142@hartmannmediaag.com,1.0,1
ID00142-02,CT00142,cookie,ck_000142_5213,0.75,0
ID00142-03,CT00142,badge_id,BDG-000142,0.76,0
ID00142-04,CT00142,mobile,+49 151 30700047,0.8,0
ID00142-05,CT00142,CRM contact id,CRM-000142,0.89,0
ID00143-01,CT00143,email,nina.schulz143@neumannholdingskg.com,1.0,1
ID00143-02,CT00143,cookie,ck_000143_4874,0.86,0
ID00143-03,CT00143,badge_id,BDG-000143,0.74,0
ID00143-04,CT00143,mobile,+49 151 18785652,0.85,0
ID00143-05,CT00143,CRM contact id,CRM-000143,0.79,0
ID00144-01,CT00144,email,marie.becker144@hartmannsystemsltd.com,1.0,1
ID00144-02,CT00144,mobile,+49 151 84511273,0.84,0
ID00144-03,CT00144,CRM contact id,CRM-000144,0.8,0
ID00145-01,CT00145,email,felix.meyer145@meyerexpoholding.com,1.0,1
ID00145-02,CT00145,cookie,ck_000145_2469,0.91,0
ID00146-01,CT00146,email,elena.kruger146@kleinconsultingag.com,1.0,1
ID00146-02,CT00146,cookie,ck_000146_6381,0.97,0
ID00146-03,CT00146,badge_id,BDG-000146,0.85,0
ID00147-01,CT00147,email,tom.schmitt147@neumannholdingsgroup.com,1.0,1
ID00147-02,CT00147,cookie,ck_000147_3903,0.75,0
ID00147-03,CT00147,badge_id,BDG-000147,0.72,0
ID00148-01,CT00148,email,luca.neumann148@hartmannsystemsgroup.com,1.0,1
ID00148-02,CT00148,cookie,ck_000148_7489,0.95,0
ID00148-03,CT00148,mobile,+49 151 98562013,0.92,0
ID00149-01,CT00149,email,noah.lange149@kleineventltd.com,1.0,1
ID00149-02,CT00149,mobile,+49 151 85177493,0.96,0
ID00149-03,CT00149,CRM contact id,CRM-000149,0.9,0
ID00150-01,CT00150,email,julia.schmidt150@kochconnectag.com,1.0,1
ID00150-02,CT00150,cookie,ck_000150_7882,0.84,0
ID00150-03,CT00150,badge_id,BDG-000150,0.74,0
ID00150-04,CT00150,CRM contact id,CRM-000150,0.98,0
ID00151-01,CT00151,email,tim.koch151@kochsolutionsgmbh.com,1.0,1
ID00151-02,CT00151,cookie,ck_000151_8759,0.98,0
ID00151-03,CT00151,CRM contact id,CRM-000151,0.93,0
ID00152-01,CT00152,email,noah.hoffmann152@neumannserviceskg.com,1.0,1
ID00152-02,CT00152,cookie,ck_000152_8075,0.75,0
ID00152-03,CT00152,badge_id,BDG-000152,0.95,0
ID00152-04,CT00152,mobile,+49 151 41287760,0.95,0
ID00153-01,CT00153,email,noah.meyer153@hartmannservicesag.com,1.0,1
ID00153-02,CT00153,cookie,ck_000153_2106,0.93,0
ID00153-03,CT00153,badge_id,BDG-000153,0.86,0
ID00153-04,CT00153,mobile,+49 151 93329195,0.84,0
ID00153-05,CT00153,CRM contact id,CRM-000153,0.75,0
ID00154-01,CT00154,email,marie.kruger154@neumanneventse.com,1.0,1
ID00154-02,CT00154,badge_id,BDG-000154,0.94,0
ID00154-03,CT00154,CRM contact id,CRM-000154,0.98,0
ID00155-01,CT00155,email,julia.bauer155@kocheventltd.com,1.0,1
ID00155-02,CT00155,cookie,ck_000155_1691,0.78,0
ID00155-03,CT00155,badge_id,BDG-000155,0.85,0
ID00155-04,CT00155,mobile,+49 151 54495204,0.94,0
ID00155-05,CT00155,CRM contact id,CRM-000155,0.94,0
ID00156-01,CT00156,email,anna.neumann156@schmidtpartnersse.com,1.0,1
ID00156-02,CT00156,cookie,ck_000156_5292,0.81,0
ID00156-03,CT00156,mobile,+49 151 33632711,0.95,0
ID00157-01,CT00157,email,anna.hoffmann157@schmidtmediakg.com,1.0,1
ID00157-02,CT00157,cookie,ck_000157_3142,0.77,0
ID00157-03,CT00157,badge_id,BDG-000157,0.88,0
ID00157-04,CT00157,CRM contact id,CRM-000157,0.88,0
ID00158-01,CT00158,email,julian.schmitt158@wagnersolutionsse.com,1.0,1
ID00158-02,CT00158,badge_id,BDG-000158,0.92,0
ID00158-03,CT00158,mobile,+49 151 72312899,0.77,0
ID00159-01,CT00159,email,lea.zimmermann159@bauergroupgroup.com,1.0,1
ID00159-02,CT00159,cookie,ck_000159_7178,0.76,0
ID00159-03,CT00159,mobile,+49 151 28029509,0.92,0
ID00159-04,CT00159,CRM contact id,CRM-000159,0.78,0
ID00160-01,CT00160,email,ben.hoffmann160@neumanneventse.com,1.0,1
ID00160-02,CT00160,cookie,ck_000160_5351,0.74,0
ID00160-03,CT00160,mobile,+49 151 78825641,0.87,0
ID00160-04,CT00160,CRM contact id,CRM-000160,0.75,0
ID00161-01,CT00161,email,clara.neumann161@bauergroupholding.com,1.0,1
ID00161-02,CT00161,badge_id,BDG-000161,0.94,0
ID00161-03,CT00161,CRM contact id,CRM-000161,0.92,0
ID00162-01,CT00162,email,anna.zimmermann162@langeconnectag.com,1.0,1
ID00162-02,CT00162,cookie,ck_000162_2406,0.95,0
ID00162-03,CT00162,badge_id,BDG-000162,0.84,0
ID00162-04,CT00162,CRM contact id,CRM-000162,0.96,0
ID00163-01,CT00163,email,max.meyer163@hoffmanngroupkg.com,1.0,1
ID00163-02,CT00163,cookie,ck_000163_6410,0.89,0
ID00164-01,CT00164,email,sofia.bauer164@bauerholdingsltd.com,1.0,1
ID00164-02,CT00164,cookie,ck_000164_3910,0.94,0
ID00164-03,CT00164,mobile,+49 151 19326928,0.97,0
ID00164-04,CT00164,CRM contact id,CRM-000164,0.8,0
ID00165-01,CT00165,email,lea.wagner165@hartmannservicesag.com,1.0,1
ID00165-02,CT00165,cookie,ck_000165_2126,0.98,0
ID00165-03,CT00165,mobile,+49 151 51574904,0.84,0
ID00166-01,CT00166,email,lukas.schulz166@neumannexpogroup.com,1.0,1
ID00166-02,CT00166,cookie,ck_000166_9043,0.84,0
ID00166-03,CT00166,badge_id,BDG-000166,0.89,0
ID00166-04,CT00166,CRM contact id,CRM-000166,0.89,0
ID00167-01,CT00167,email,johannes.schulz167@langedigitalholding.com,1.0,1
ID00167-02,CT00167,cookie,ck_000167_9810,0.9,0
ID00167-03,CT00167,badge_id,BDG-000167,0.83,0
ID00167-04,CT00167,CRM contact id,CRM-000167,0.92,0
ID00168-01,CT00168,email,lea.wolf168@wernerfairse.com,1.0,1
ID00168-02,CT00168,cookie,ck_000168_1175,0.75,0
ID00168-03,CT00168,mobile,+49 151 75063283,0.84,0
ID00168-04,CT00168,CRM contact id,CRM-000168,0.76,0
ID00169-01,CT00169,email,paula.richter169@kochdigitalholding.com,1.0,1
ID00169-02,CT00169,cookie,ck_000169_6866,0.78,0
ID00169-03,CT00169,badge_id,BDG-000169,0.84,0
ID00169-04,CT00169,mobile,+49 151 96035199,0.9,0
ID00170-01,CT00170,email,david.braun170@meyersystemsgmbh.com,1.0,1
ID00170-02,CT00170,cookie,ck_000170_7908,0.99,0
ID00170-03,CT00170,badge_id,BDG-000170,0.74,0
ID00170-04,CT00170,CRM contact id,CRM-000170,0.73,0
ID00171-01,CT00171,email,lea.becker171@langepartnersgroup.com,1.0,1
ID00171-02,CT00171,cookie,ck_000171_6181,0.83,0
ID00171-03,CT00171,badge_id,BDG-000171,0.94,0
ID00171-04,CT00171,CRM contact id,CRM-000171,0.83,0
ID00172-01,CT00172,email,amelie.werner172@hoffmanngroupkg.com,1.0,1
ID00172-02,CT00172,cookie,ck_000172_6209,0.85,0
ID00172-03,CT00172,badge_id,BDG-000172,0.86,0
ID00172-04,CT00172,CRM contact id,CRM-000172,0.73,0
ID00173-01,CT00173,email,amelie.becker173@neumannconsultinggmbh.com,1.0,1
ID00173-02,CT00173,cookie,ck_000173_8270,0.76,0
ID00173-03,CT00173,badge_id,BDG-000173,0.93,0
ID00173-04,CT00173,mobile,+49 151 13180065,0.78,0
ID00174-01,CT00174,email,nina.koch174@kleinfairkg.com,1.0,1
ID00174-02,CT00174,badge_id,BDG-000174,0.75,0
ID00174-03,CT00174,mobile,+49 151 37430524,0.78,0
ID00174-04,CT00174,CRM contact id,CRM-000174,0.76,0
ID00175-01,CT00175,email,hanna.koch175@neumannfairltd.com,1.0,1
ID00175-02,CT00175,cookie,ck_000175_7925,0.88,0
ID00175-03,CT00175,badge_id,BDG-000175,0.73,0
ID00175-04,CT00175,mobile,+49 151 50296396,0.88,0
ID00175-05,CT00175,CRM contact id,CRM-000175,0.82,0
ID00176-01,CT00176,email,max.hoffmann176@langedigitalkg.com,1.0,1
ID00176-02,CT00176,cookie,ck_000176_7812,0.98,0
ID00176-03,CT00176,badge_id,BDG-000176,0.89,0
ID00176-04,CT00176,CRM contact id,CRM-000176,0.82,0
ID00177-01,CT00177,email,marie.schulz177@wagnersolutionskg.com,1.0,1
ID00177-02,CT00177,cookie,ck_000177_6921,0.91,0
ID00177-03,CT00177,badge_id,BDG-000177,0.88,0
ID00177-04,CT00177,CRM contact id,CRM-000177,0.88,0
ID00178-01,CT00178,email,luca.schulz178@kochtradeltd.com,1.0,1
ID00178-02,CT00178,cookie,ck_000178_9735,0.96,0
ID00179-01,CT00179,email,tim.wagner179@schmidtconsultingltd.com,1.0,1
ID00179-02,CT00179,cookie,ck_000179_7845,0.83,0
ID00179-03,CT00179,badge_id,BDG-000179,0.77,0
ID00179-04,CT00179,mobile,+49 151 36577865,0.85,0
ID00179-05,CT00179,CRM contact id,CRM-000179,0.87,0
ID00180-01,CT00180,email,hanna.schulz180@kochservicesgroup.com,1.0,1
ID00180-02,CT00180,cookie,ck_000180_3042,0.74,0
ID00180-03,CT00180,badge_id,BDG-000180,0.85,0
ID00180-04,CT00180,CRM contact id,CRM-000180,0.9,0
ID00181-01,CT00181,email,johannes.schmidt181@kochexpogroup.com,1.0,1
ID00181-02,CT00181,cookie,ck_000181_6620,0.94,0
ID00181-03,CT00181,CRM contact id,CRM-000181,0.96,0
ID00182-01,CT00182,email,johannes.becker182@hartmannsystemsgmbh.com,1.0,1
ID00182-02,CT00182,cookie,ck_000182_4079,0.99,0
ID00182-03,CT00182,CRM contact id,CRM-000182,0.98,0
ID00183-01,CT00183,email,finn.wolf183@wagnersolutionsag.com,1.0,1
ID00183-02,CT00183,cookie,ck_000183_4196,0.95,0
ID00184-01,CT00184,email,ben.hoffmann184@schmidtgroupkg.com,1.0,1
ID00184-02,CT00184,cookie,ck_000184_1478,0.97,0
ID00184-03,CT00184,badge_id,BDG-000184,0.78,0
ID00184-04,CT00184,mobile,+49 151 26521948,0.9,0
ID00185-01,CT00185,email,julia.zimmermann185@neumannsolutionsse.com,1.0,1
ID00185-02,CT00185,cookie,ck_000185_2895,0.74,0
ID00185-03,CT00185,badge_id,BDG-000185,0.87,0
ID00185-04,CT00185,mobile,+49 151 61028923,0.88,0
ID00185-05,CT00185,CRM contact id,CRM-000185,0.86,0
ID00186-01,CT00186,email,julian.braun186@hoffmannfairkg.com,1.0,1
ID00186-02,CT00186,cookie,ck_000186_8467,0.88,0
ID00186-03,CT00186,badge_id,BDG-000186,0.81,0
ID00186-04,CT00186,mobile,+49 151 46702178,0.99,0
ID00187-01,CT00187,email,lukas.bauer187@meyermediaag.com,1.0,1
ID00187-02,CT00187,badge_id,BDG-000187,0.87,0
ID00187-03,CT00187,mobile,+49 151 56748995,0.92,0
ID00187-04,CT00187,CRM contact id,CRM-000187,0.8,0
ID00188-01,CT00188,email,tim.bauer188@kleinmediagmbh.com,1.0,1
ID00188-02,CT00188,badge_id,BDG-000188,0.78,0
ID00189-01,CT00189,email,anna.neumann189@kleinpartnersltd.com,1.0,1
ID00189-02,CT00189,cookie,ck_000189_9444,0.81,0
ID00189-03,CT00189,badge_id,BDG-000189,0.92,0
ID00189-04,CT00189,mobile,+49 151 42327067,0.83,0
ID00189-05,CT00189,CRM contact id,CRM-000189,0.92,0
ID00190-01,CT00190,email,amelie.wagner190@neumannpartnerskg.com,1.0,1
ID00190-02,CT00190,cookie,ck_000190_8856,0.91,0
ID00190-03,CT00190,badge_id,BDG-000190,0.85,0
ID00190-04,CT00190,CRM contact id,CRM-000190,0.81,0
ID00191-01,CT00191,email,sarah.schmitt191@kochholdingsgroup.com,1.0,1
ID00191-02,CT00191,mobile,+49 151 52184106,0.75,0
ID00191-03,CT00191,CRM contact id,CRM-000191,0.76,0
ID00192-01,CT00192,email,leon.richter192@meyerpartnerskg.com,1.0,1
ID00192-02,CT00192,badge_id,BDG-000192,0.86,0
ID00192-03,CT00192,CRM contact id,CRM-000192,0.78,0
ID00193-01,CT00193,email,david.schmidt193@langedigitalgroup.com,1.0,1
ID00193-02,CT00193,cookie,ck_000193_5270,0.9,0
ID00193-03,CT00193,badge_id,BDG-000193,0.98,0
ID00194-01,CT00194,email,emma.schmitt194@schmidtconnectltd.com,1.0,1
ID00194-02,CT00194,badge_id,BDG-000194,0.86,0
ID00194-03,CT00194,CRM contact id,CRM-000194,0.74,0
ID00195-01,CT00195,email,tim.wolf195@neumannpartnerskg.com,1.0,1
ID00195-02,CT00195,cookie,ck_000195_6022,0.94,0
ID00195-03,CT00195,badge_id,BDG-000195,0.91,0
ID00196-01,CT00196,email,noah.becker196@wernerpartnersse.com,1.0,1
ID00196-02,CT00196,badge_id,BDG-000196,0.9,0
ID00196-03,CT00196,mobile,+49 151 17095369,0.97,0
ID00197-01,CT00197,email,paul.koch197@wagnersolutionsag.com,1.0,1
ID00197-02,CT00197,cookie,ck_000197_2424,0.83,0
ID00197-03,CT00197,badge_id,BDG-000197,0.74,0
ID00198-01,CT00198,email,felix.lange198@wagnerfairse.com,1.0,1
ID00198-02,CT00198,cookie,ck_000198_4115,0.91,0
ID00198-03,CT00198,CRM contact id,CRM-000198,0.73,0
ID00199-01,CT00199,email,mia.schulz199@kochmediakg.com,1.0,1
ID00199-02,CT00199,cookie,ck_000199_5092,0.95,0
ID00199-03,CT00199,mobile,+49 151 49398948,0.79,0
ID00199-04,CT00199,CRM contact id,CRM-000199,0.97,0
ID00200-01,CT00200,email,tim.hartmann200@wagnersolutionsltd.com,1.0,1
ID00200-02,CT00200,badge_id,BDG-000200,0.75,0
ID00200-03,CT00200,mobile,+49 151 81014138,0.86,0
ID00200-04,CT00200,CRM contact id,CRM-000200,0.72,0
ID00201-01,CT00201,email,amelie.richter201@hartmannconnectltd.com,1.0,1
ID00201-02,CT00201,cookie,ck_000201_8110,0.82,0
ID00201-03,CT00201,mobile,+49 151 48238599,0.73,0
ID00201-04,CT00201,CRM contact id,CRM-000201,0.76,0
ID00202-01,CT00202,email,hanna.zimmermann202@schmidtmediagmbh.com,1.0,1
ID00202-02,CT00202,CRM contact id,CRM-000202,0.75,0
ID00203-01,CT00203,email,paul.hartmann203@kochtradeltd.com,1.0,1
ID00203-02,CT00203,mobile,+49 151 25437721,0.95,0
ID00204-01,CT00204,email,jonas.kruger204@bauerpartnersse.com,1.0,1
ID00204-02,CT00204,cookie,ck_000204_4148,0.84,0
ID00204-03,CT00204,mobile,+49 151 61050068,0.83,0
ID00204-04,CT00204,CRM contact id,CRM-000204,0.81,0
ID00205-01,CT00205,email,lukas.schmidt205@wernerholdingsse.com,1.0,1
ID00205-02,CT00205,cookie,ck_000205_1854,0.92,0
ID00205-03,CT00205,badge_id,BDG-000205,0.97,0
ID00205-04,CT00205,mobile,+49 151 43858172,0.98,0
ID00205-05,CT00205,CRM contact id,CRM-000205,0.75,0
ID00206-01,CT00206,email,anna.schmitt206@braunconnectltd.com,1.0,1
ID00206-02,CT00206,badge_id,BDG-000206,0.91,0
ID00206-03,CT00206,CRM contact id,CRM-000206,0.81,0
ID00207-01,CT00207,email,finn.zimmermann207@schmidtexpokg.com,1.0,1
ID00207-02,CT00207,cookie,ck_000207_2923,0.74,0
ID00207-03,CT00207,badge_id,BDG-000207,0.77,0
ID00207-04,CT00207,mobile,+49 151 48877018,0.73,0
ID00208-01,CT00208,email,johannes.bauer208@wernerpartnersgroup.com,1.0,1
ID00208-02,CT00208,cookie,ck_000208_4015,0.76,0
ID00208-03,CT00208,badge_id,BDG-000208,0.84,0
ID00208-04,CT00208,CRM contact id,CRM-000208,0.8,0
ID00209-01,CT00209,email,laura.schmitt209@kochdigitalag.com,1.0,1
ID00209-02,CT00209,mobile,+49 151 10187899,0.9,0
ID00210-01,CT00210,email,paul.wolf210@meyergroupse.com,1.0,1
ID00210-02,CT00210,cookie,ck_000210_1256,0.9,0
ID00211-01,CT00211,email,finn.braun211@wernergroupgroup.com,1.0,1
ID00211-02,CT00211,cookie,ck_000211_8109,0.76,0
ID00211-03,CT00211,badge_id,BDG-000211,0.84,0
ID00211-04,CT00211,CRM contact id,CRM-000211,0.89,0
ID00212-01,CT00212,email,anna.klein212@bauerfairgroup.com,1.0,1
ID00212-02,CT00212,badge_id,BDG-000212,0.75,0
ID00212-03,CT00212,mobile,+49 151 11818926,0.93,0
ID00213-01,CT00213,email,ben.hoffmann213@hartmannfairgroup.com,1.0,1
ID00213-02,CT00213,cookie,ck_000213_8279,0.8,0
ID00213-03,CT00213,badge_id,BDG-000213,0.87,0
ID00213-04,CT00213,mobile,+49 151 26518916,0.73,0
ID00213-05,CT00213,CRM contact id,CRM-000213,0.75,0
ID00214-01,CT00214,email,elena.kruger214@wernerfairgmbh.com,1.0,1
ID00214-02,CT00214,cookie,ck_000214_2804,0.75,0
ID00214-03,CT00214,mobile,+49 151 25884798,0.82,0
ID00215-01,CT00215,email,clara.schmidt215@neumannexpogroup.com,1.0,1
ID00215-02,CT00215,cookie,ck_000215_9179,0.82,0
ID00215-03,CT00215,badge_id,BDG-000215,0.95,0
ID00216-01,CT00216,email,emma.wolf216@neumannmarketgroup.com,1.0,1
ID00216-02,CT00216,badge_id,BDG-000216,0.85,0
ID00217-01,CT00217,email,julia.wolf217@langetradeholding.com,1.0,1
ID00218-01,CT00218,email,jonas.neumann218@hartmannsystemsgmbh.com,1.0,1
ID00218-02,CT00218,cookie,ck_000218_7898,0.78,0
ID00218-03,CT00218,badge_id,BDG-000218,0.98,0
ID00218-04,CT00218,CRM contact id,CRM-000218,0.82,0
ID00219-01,CT00219,email,sarah.becker219@langeexpoltd.com,1.0,1
ID00219-02,CT00219,badge_id,BDG-000219,0.91,0
ID00219-03,CT00219,mobile,+49 151 55276604,0.84,0
ID00220-01,CT00220,email,anna.klein220@meyerfairkg.com,1.0,1
ID00220-02,CT00220,cookie,ck_000220_4724,0.97,0
ID00220-03,CT00220,badge_id,BDG-000220,0.82,0
ID00221-01,CT00221,email,sofia.werner221@neumanneventltd.com,1.0,1
ID00221-02,CT00221,badge_id,BDG-000221,0.74,0
ID00222-01,CT00222,email,anna.koch222@wagnerpartnersgmbh.com,1.0,1
ID00222-02,CT00222,badge_id,BDG-000222,0.75,0
ID00222-03,CT00222,mobile,+49 151 47903378,0.98,0
ID00222-04,CT00222,CRM contact id,CRM-000222,0.92,0
ID00223-01,CT00223,email,emma.becker223@kocheventgroup.com,1.0,1
ID00223-02,CT00223,cookie,ck_000223_8587,0.96,0
ID00223-03,CT00223,badge_id,BDG-000223,0.94,0
ID00224-01,CT00224,email,felix.hartmann224@braunservicesag.com,1.0,1
ID00224-02,CT00224,cookie,ck_000224_2228,0.87,0
ID00224-03,CT00224,mobile,+49 151 29142470,0.93,0
ID00224-04,CT00224,CRM contact id,CRM-000224,0.75,0
ID00225-01,CT00225,email,nina.schulz225@schmidttradegmbh.com,1.0,1
ID00225-02,CT00225,CRM contact id,CRM-000225,0.83,0
ID00226-01,CT00226,email,julian.werner226@wagnermarketholding.com,1.0,1
ID00226-02,CT00226,badge_id,BDG-000226,0.72,0
ID00226-03,CT00226,CRM contact id,CRM-000226,0.83,0
ID00227-01,CT00227,email,clara.koch227@meyermarketgmbh.com,1.0,1
ID00227-02,CT00227,cookie,ck_000227_6385,0.81,0
ID00227-03,CT00227,mobile,+49 151 25344634,0.8,0
ID00227-04,CT00227,CRM contact id,CRM-000227,0.76,0
ID00228-01,CT00228,email,hanna.wolf228@schmidtexpogmbh.com,1.0,1
ID00228-02,CT00228,badge_id,BDG-000228,0.83,0
ID00228-03,CT00228,mobile,+49 151 66334114,0.86,0
ID00229-01,CT00229,email,laura.schulz229@wernersolutionsgmbh.com,1.0,1
ID00229-02,CT00229,cookie,ck_000229_7375,0.87,0
ID00229-03,CT00229,mobile,+49 151 53450650,0.9,0
ID00230-01,CT00230,email,finn.wolf230@hoffmannsolutionsag.com,1.0,1
ID00230-02,CT00230,CRM contact id,CRM-000230,0.91,0
ID00231-01,CT00231,email,amelie.schulz231@wernerfairholding.com,1.0,1
ID00231-02,CT00231,mobile,+49 151 57208264,0.82,0
ID00231-03,CT00231,CRM contact id,CRM-000231,0.75,0
ID00232-01,CT00232,email,felix.hoffmann232@bauerholdingsse.com,1.0,1
ID00232-02,CT00232,badge_id,BDG-000232,0.97,0
ID00232-03,CT00232,mobile,+49 151 23381785,0.89,0
ID00232-04,CT00232,CRM contact id,CRM-000232,0.8,0
ID00233-01,CT00233,email,tom.bauer233@hoffmanndigitalgmbh.com,1.0,1
ID00233-02,CT00233,mobile,+49 151 98406780,0.79,0
ID00234-01,CT00234,email,johannes.kruger234@braungroupag.com,1.0,1
ID00234-02,CT00234,cookie,ck_000234_8045,0.87,0
ID00234-03,CT00234,badge_id,BDG-000234,0.94,0
ID00234-04,CT00234,CRM contact id,CRM-000234,0.83,0
ID00235-01,CT00235,email,nina.hartmann235@kleinpartnersholding.com,1.0,1
ID00235-02,CT00235,cookie,ck_000235_1420,0.72,0
ID00235-03,CT00235,mobile,+49 151 20572666,0.87,0
ID00235-04,CT00235,CRM contact id,CRM-000235,0.89,0
ID00236-01,CT00236,email,amelie.neumann236@kochpartnersholding.com,1.0,1
ID00236-02,CT00236,cookie,ck_000236_2694,0.84,0
ID00236-03,CT00236,mobile,+49 151 45164329,0.96,0
ID00236-04,CT00236,CRM contact id,CRM-000236,0.97,0
ID00237-01,CT00237,email,hanna.braun237@langesystemsse.com,1.0,1
ID00237-02,CT00237,cookie,ck_000237_1166,0.9,0
ID00237-03,CT00237,CRM contact id,CRM-000237,0.85,0
ID00238-01,CT00238,email,noah.werner238@neumannservicesholding.com,1.0,1
ID00238-02,CT00238,badge_id,BDG-000238,0.81,0
ID00238-03,CT00238,mobile,+49 151 45915393,0.79,0
ID00238-04,CT00238,CRM contact id,CRM-000238,0.91,0
ID00239-01,CT00239,email,julia.klein239@kochconnectgmbh.com,1.0,1
ID00239-02,CT00239,mobile,+49 151 66873060,0.88,0
ID00239-03,CT00239,CRM contact id,CRM-000239,0.75,0
ID00240-01,CT00240,email,sofia.kruger240@kochservicesgroup.com,1.0,1
ID00240-02,CT00240,cookie,ck_000240_2878,0.94,0
ID00240-03,CT00240,badge_id,BDG-000240,0.79,0
ID00240-04,CT00240,mobile,+49 151 59924201,0.76,0
ID00240-05,CT00240,CRM contact id,CRM-000240,0.91,0
ID00241-01,CT00241,email,sarah.wolf241@hoffmannmediakg.com,1.0,1
ID00242-01,CT00242,email,julia.kruger242@kleinconsultingholding.com,1.0,1
ID00242-02,CT00242,cookie,ck_000242_6355,0.82,0
ID00242-03,CT00242,mobile,+49 151 71977968,0.8,0
ID00243-01,CT00243,email,sofia.schmidt243@neumannholdingsgroup.com,1.0,1
ID00243-02,CT00243,cookie,ck_000243_6131,0.89,0
ID00243-03,CT00243,badge_id,BDG-000243,0.95,0
ID00243-04,CT00243,CRM contact id,CRM-000243,0.75,0
ID00244-01,CT00244,email,jonas.schmidt244@wagnersolutionsltd.com,1.0,1
ID00244-02,CT00244,cookie,ck_000244_1705,0.73,0
ID00244-03,CT00244,badge_id,BDG-000244,0.91,0
ID00244-04,CT00244,CRM contact id,CRM-000244,0.88,0
